City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
401,Zinacantan,MX,84.2,scattered clouds,16.75,-92.7,Ermis house
402,Salta,AR,91.4,scattered clouds,-24.7859,-65.4117,Hotel Alejandro I
403,Porlamar,VE,79.59,scattered clouds,10.958,-63.8491,Hotel Bella Vista
405,Grand-Lahou,CI,79.63,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
407,Meulaboh,ID,75.49,broken clouds,4.1363,96.1285,Kost Pria
411,San+Cristobal,VE,84.2,scattered clouds,7.7669,-72.225,Pirineos
412,Kavaratti,IN,80.94,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
413,Padang,ID,76.75,light rain,-0.9492,100.3543,Mercure Padang
415,Hervey+Bay,AU,71.01,few clouds,-25.2986,152.8535,Shelly Bay Resort
418,Aquiraz,BR,84.2,clear sky,-3.9014,-38.3911,Pousada Rua Camurupim
422,Harper,LR,78.57,scattered clouds,4.375,-7.7169,Screensaver
423,Mackay,AU,78.8,overcast clouds,-21.15,149.2,International Lodge Motel
429,Alice+Springs,AU,82.4,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
432,Yulara,AU,84.2,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
433,Basco,PH,70.12,broken clouds,20.4487,121.9702,Nathaniel's Lodge
436,Kongolo,CD,72.91,overcast clouds,-5.3833,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
439,Ambon,ID,81.48,overcast clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
441,Manta,EC,77.0,light rain,-0.95,-80.7333,Balandra Hotel
446,Atar,MR,73.54,overcast clouds,20.5169,-13.0499,Oumou Elghoura
447,Jacareacanga,BR,83.07,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
448,Sao+Filipe,CV,75.79,overcast clouds,14.8961,-24.4956,Tortuga B&B
449,Kununurra,AU,78.8,broken clouds,-15.7667,128.7333,Hotel Kununurra
451,Kalmunai,LK,77.04,light rain,7.4167,81.8167,VS Villa
453,Carutapera,BR,83.39,broken clouds,-1.195,-46.02,Lidera
455,Madang,PG,77.14,moderate rain,-5.2246,145.7966,Comfort Inn Hotel
458,Phalaborwa,ZA,77.0,light rain,-23.943,31.1411,Bothabelo B&B
459,Martinho+Campos,BR,79.02,overcast clouds,-19.3317,-45.2369,Hotel Duarte
462,Kirakira,SB,78.87,overcast clouds,-10.4544,161.9205,SanBiz Lodge
464,Vieux-Habitants,GP,82.4,broken clouds,16.0589,-61.7659,Gîtes Dardanelle
466,Imbituba,BR,82.4,light rain,-28.24,-48.6703,Praia Hotel Imbituba
469,Buluang,PH,70.56,overcast clouds,13.3068,123.3425,Enon Beach Resort
471,Iracoubo,GF,79.09,moderate rain,5.4802,-53.2011,Le Gite D Iracoubo
474,Vargem+Grande,BR,79.99,overcast clouds,-3.5431,-43.9158,Pousada Thalajuy
475,Alyangula,AU,82.4,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
477,Isangel,VU,75.2,scattered clouds,-19.55,169.2667,Volcano Sea View Tree House
480,Urucui,BR,85.15,broken clouds,-7.2294,-44.5561,Hotel Premium Piauí
481,Sydney,AU,72.0,overcast clouds,-33.8679,151.2073,The Grace Sydney
483,Ambilobe,MG,74.59,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
488,Shakawe,BW,71.11,light rain,-18.3667,21.85,Ditlhapi Guest House
490,Witu,KE,78.8,clear sky,-2.3889,40.4382,New City Guest House
491,Porto+Walter,BR,78.55,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
493,Nicoya,CR,91.4,clear sky,10.1483,-85.45200000000001,Guayacan Real
495,Camana,PE,74.64,clear sky,-16.6228,-72.7111,Hostal Morales
500,Rocha,UY,75.47,moderate rain,-34.4833,-54.3333,Beleza Pura B&B
502,Mareeba,AU,71.6,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
503,Trairi,BR,82.94,scattered clouds,-3.2778,-39.2689,janelas do mar
504,Bandundu,CD,73.6,overcast clouds,-3.3167,17.3667,Coja Color
505,San+Luis,AR,72.5,clear sky,-33.295,-66.3356,Huarpes Hotel
508,Dangriga,BZ,82.4,scattered clouds,16.9692,-88.2321,Chaleanor Hotel
510,Feira+De+Santana,BR,83.55,overcast clouds,-12.2667,-38.9667,Hotel Paraiso
512,Anito,PH,75.51,overcast clouds,12.4497,125.2886,The Yellow House
521,Nerang,AU,73.0,light rain,-27.9833,153.3333,RACV Royal Pines Resort Gold Coast
524,Gopalpur,IN,71.51,few clouds,19.2667,84.9167,Swosti Palm Resort
527,Bahile,PH,73.51,few clouds,9.9995,118.7878,Hillside Resort Palawan
529,Sawakin,SD,71.38,few clouds,19.1059,37.3321,فندق الدويم
530,San+Vicente+De+Canete,PE,77.7,clear sky,-13.0751,-76.3835,Hotel Konford
531,Mocuba,MZ,74.73,overcast clouds,-16.8392,36.9856,Phama Lodge
532,Carauari,BR,88.25,light rain,-4.8828,-66.8958,Hotel Fellip
533,Tema,GH,82.4,clear sky,5.667000000000001,-0.0166,Beulah Royale
534,Bajos+De+Haina,DO,82.4,scattered clouds,18.4154,-70.0332,Familia García Santana
537,Flinders,AU,71.01,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
538,Itaperucu,BR,73.99,broken clouds,-25.22,-49.3478,Dr Hotel Rio Branco do Sul
541,Agboville,CI,78.19,overcast clouds,5.928,-4.2132,hotel LE PRESTIGE
546,Bakel,SN,83.93,broken clouds,14.905,-12.4568,Ablaye Diallo Bakel
548,Belmonte,BR,82.4,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
549,Soyo,AO,80.29,overcast clouds,-6.1349,12.3689,Hotel Mpampa
550,Diffa,NE,71.35,clear sky,13.3154,12.6113,ProDAF/Diffa
551,Teahupoo,PF,86.0,light rain,-17.8333,-149.2667,Vanira Lodge
552,Rio+Grande,BR,80.6,heavy intensity rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
558,Piura,PE,92.37,few clouds,-5.2,-80.6333,Casa Andina Premium Piura
559,Moerai,PF,80.6,light rain,-22.4333,-151.3333,Le Manotel
560,Abeche,TD,74.37,clear sky,13.8292,20.8324,Assaleh Hamdan Haroune
561,Bonthe,SL,80.04,broken clouds,7.5264,-12.505,Bonthe Holiday Village
563,San+Policarpo,PH,78.53,overcast clouds,12.1791,125.5072,JM Lodge
565,Tay+Ninh,VN,71.2,few clouds,11.3,106.1,Thanh Tuyền Hotel
569,Paraiso,CR,78.8,few clouds,9.8383,-83.8656,Rinconcito Verde
572,Nouakchott,MR,78.8,scattered clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
576,Tubuala,PA,88.0,scattered clouds,9.5167,-79.0333,Río Nabagana
577,Cabedelo,BR,82.4,few clouds,-6.9811,-34.8339,Hotel Pigalle
578,Port+Shepstone,ZA,76.15,scattered clouds,-30.7414,30.455,My Den Beachfront B&B And Self-Catering
592,San+Vicente,AR,75.72,light rain,-26.6167,-54.1333,Complejo Turístico Farelluk
594,Nhulunbuy,AU,78.8,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
600,Mayumba,GA,76.71,light rain,-3.432,10.6554,LIKWALE LODGE
607,Atambua,ID,73.76,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
611,Ixtapa,MX,77.0,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
612,Curaca,BR,83.73,overcast clouds,-8.9903,-39.9094,Curaca
615,Todos+Santos,MX,73.99,clear sky,23.45,-110.2167,Hotel California Todos Santos
617,Sibolga,ID,75.94,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
619,Cuencame,MX,79.74,few clouds,24.8711,-103.6964,Hotel La Casa Del Viajero
624,Binga,ZW,74.44,overcast clouds,-17.6203,27.3414,Lakeview Inn Binga
625,Anori,BR,87.03,moderate rain,-3.7728,-61.6442,Novo Hotel 05 Irmaos
627,Kailua,US,77.0,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
629,Capitan+Bado,PY,81.72,few clouds,-23.2667,-55.5333,Hotel Suiza
631,Lolodorf,CM,72.14,overcast clouds,3.2333,10.7333,Auberge La Decouverte
634,Lagonoy,PH,71.67,overcast clouds,13.7342,123.5207,Lagonoy Hotel
635,San+Jose+De+Guanipa,VE,88.84,overcast clouds,8.8872,-64.1651,HOTEL 283 SUITES
639,Vinh+Long,VN,71.6,overcast clouds,10.25,105.9667,Phuong Thao Homestay
642,Bubaque,GW,79.38,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
644,Coihaique,CL,73.4,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
647,Fare,PF,81.12,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
649,Bom+Jesus,BR,88.66,broken clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
665,Olinda,BR,80.6,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
666,Thiruvananthapuram,IN,82.4,mist,8.4833,76.9167,Hotel Residency Tower
668,Saucillo,MX,71.62,clear sky,28.0167,-105.2833,Hotel La Posada de San Judas Tadeo
669,Yekepa,LR,77.74,scattered clouds,7.5753,-8.5419,Alvino Hotel
672,Chimoio,MZ,75.2,broken clouds,-19.1164,33.4833,Predio Livraria Ahmed
675,Mount+Isa,AU,86.0,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
677,Namatanai,PG,80.47,overcast clouds,-3.6667,152.4333,Namatanai Hotel
679,Kang,BW,74.71,light rain,-23.6752,22.7876,Kang Ultra Stop
681,Ranong,TH,73.81,few clouds,9.9658,98.6348,Tinidee Hotel@Ranong
683,Inirida,CO,92.75,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
691,Hobyo,SO,75.67,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
696,Tambun,ID,78.01,moderate rain,-6.2641,107.0712,@HOM Premiere Tambun
698,Avare,BR,75.34,light rain,-23.0986,-48.9258,Hotel Rio Novo
707,Bodden+Town,KY,80.6,few clouds,19.2833,-81.25,Will T Place
708,Porto+Velho,BR,80.6,broken clouds,-8.7619,-63.9039,Hotel Vila Rica Porto Velho
710,Chicama,PE,73.4,clear sky,-7.8447,-79.1469,Hospedaje Punta Cana PERU
711,Aloleng,PH,72.57,overcast clouds,16.1307,119.7824,Agno Umbrella Rocks
716,Manono,CD,72.25,light rain,-7.3,27.4167,Hotel hewa bora
717,Tocopilla,CL,73.98,few clouds,-22.092,-70.1979,Hotel Galvarino
723,Champerico,GT,84.87,few clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
724,Morada+Nova,BR,90.91,overcast clouds,-5.1067,-38.3725,PIZZARIA MARIANA
