City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Atikokan,CA,48.7555,-91.6216,25.59,97,100,10.63,light snow
348,Pisco,PE,-13.7,-76.2167,80.6,54,0,11.5,clear sky
349,Keetmanshoop,NA,-26.5833,18.1333,84.63,13,0,16.02,clear sky
350,Gazanjyk,TM,39.2446,55.5154,48.25,69,100,1.57,overcast clouds
351,Svetlyy,RU,54.675,20.1347,30.99,69,90,11.18,overcast clouds
352,Panalingaan,PH,8.7842,117.4231,76.42,80,100,4.79,overcast clouds
353,Namwala,ZM,-15.7504,26.4384,68.72,85,100,1.28,overcast clouds
354,Pangkalanbuun,ID,-2.6833,111.6167,73.24,97,99,1.34,overcast clouds
355,Tuy+Hoa,VN,13.0833,109.3,70.11,88,87,6.78,overcast clouds
356,Moose+Factory,CA,51.2585,-80.6094,3.2,78,75,4.61,broken clouds
357,Lethem,GY,3.3803,-59.7968,90.03,49,12,13.69,few clouds
358,Vallenar,CL,-28.5708,-70.7581,86.81,22,0,10.56,clear sky
359,Arman,RU,59.7,150.1667,-16.4,77,4,16.51,clear sky
360,Luanda,AO,-8.8368,13.2343,80.6,74,40,6.91,scattered clouds
361,Honggang,CN,46.4667,124.8667,-14.39,88,56,8.01,broken clouds
362,Solwezi,ZM,-12.1688,26.3894,65.03,90,100,1.43,light rain
363,Seminole,US,28.7086,-81.2081,73.0,40,20,5.75,few clouds
364,Murgab,TM,37.4966,61.9714,50.0,57,75,4.43,broken clouds
365,Sherlovaya+Gora,RU,50.5667,116.25,-20.0,91,100,4.14,overcast clouds
366,Northam,GB,51.0333,-4.2167,41.0,90,58,20.0,broken clouds
367,Lumut,MY,4.2323,100.6298,75.2,94,20,5.84,few clouds
368,Palmares+Do+Sul,BR,-30.2578,-50.5097,81.19,82,62,11.68,broken clouds
369,Great+Yarmouth,GB,52.6083,1.7305,39.99,70,100,17.27,overcast clouds
370,Pitimbu,BR,-7.4706,-34.8086,82.4,74,20,13.8,few clouds
371,Lebork,PL,54.5392,17.7501,23.0,80,20,11.5,few clouds
372,Igarka,RU,67.4667,86.5833,-34.42,77,0,6.08,clear sky
373,Sangar,RU,63.9242,127.4739,-49.52,76,86,2.06,overcast clouds
374,Boddam,GB,57.4667,-1.7833,30.99,93,75,9.22,broken clouds
375,Mayo,US,38.8876,-76.5119,37.99,41,1,6.91,clear sky
376,Pedreiras,BR,-4.5688,-44.6003,77.43,92,100,2.37,very heavy rain
377,Vila+Velha,BR,-20.3297,-40.2925,82.4,69,0,20.71,clear sky
378,Kapit,MY,2.0167,112.9333,73.56,94,100,0.74,moderate rain
379,Barcelos,PT,41.5388,-8.6151,55.4,82,40,11.5,scattered clouds
380,Coahuayana,MX,18.7333,-103.6833,87.8,40,40,7.38,scattered clouds
381,Gat,IL,31.61,34.7642,55.0,57,0,5.01,clear sky
382,Fuyu,CN,45.1833,124.8167,-13.79,87,98,6.42,overcast clouds
383,Poso,ID,-1.3959,120.7524,78.01,77,100,3.49,light rain
384,Siniscola,IT,40.5719,9.6922,60.8,72,20,21.85,few clouds
385,Kamenka,RU,51.3223,42.7678,34.0,96,100,12.37,light rain
386,Ipixuna,BR,-1.7625,-48.8043,84.2,74,75,10.36,broken clouds
387,Vila,PT,42.0304,-8.1588,46.0,95,99,17.0,overcast clouds
388,Hanzhong,CN,33.0728,107.0303,43.88,56,100,1.5,overcast clouds
389,Wajir,KE,1.7471,40.0573,84.72,19,0,7.56,clear sky
390,Changping,CN,40.2186,116.2197,24.01,79,0,2.24,clear sky
391,Aksarka,RU,66.5606,67.7975,-20.04,85,100,10.42,overcast clouds
392,Sharjah,AE,25.3573,55.4033,71.01,63,0,4.61,clear sky
393,Belyy+Yar,RU,53.6039,91.3903,-18.4,69,0,6.71,clear sky
394,Borogontsy,RU,62.6683,131.1683,-43.53,78,100,2.68,overcast clouds
395,Dingle,PH,10.9995,122.6711,71.19,90,100,10.29,overcast clouds
396,Carnarvon,AU,-24.8667,113.6333,80.6,94,2,6.91,clear sky
397,Ringsted,DK,55.4426,11.7901,30.99,86,90,10.36,overcast clouds
398,Pringsewu,ID,-5.3582,104.9744,72.09,93,82,2.8,broken clouds
399,Houma,US,29.5958,-90.7195,73.0,64,90,16.11,overcast clouds
400,Snasa,NO,64.2457,12.3778,17.65,94,69,1.79,broken clouds
401,Zinacantan,MX,16.75,-92.7,84.2,42,40,6.91,scattered clouds
402,Salta,AR,-24.7859,-65.4117,91.4,38,40,8.05,scattered clouds
403,Porlamar,VE,10.958,-63.8491,79.59,78,50,14.29,scattered clouds
404,College,US,64.8569,-147.8028,-5.8,77,75,0.63,light snow
405,Grand-Lahou,CI,5.1367,-5.0242,79.63,86,100,8.3,overcast clouds
406,Griffith,US,41.5284,-87.4237,33.8,60,90,17.27,overcast clouds
407,Meulaboh,ID,4.1363,96.1285,75.49,85,74,5.32,broken clouds
408,Cap-Aux-Meules,CA,47.3821,-61.8597,24.8,86,100,23.02,overcast clouds
409,Vestmannaeyjar,IS,63.4427,-20.2734,32.0,74,75,12.66,broken clouds
410,Eureka,US,40.8021,-124.1637,57.0,64,82,11.01,broken clouds
411,San+Cristobal,VE,7.7669,-72.225,84.2,54,40,10.36,scattered clouds
412,Kavaratti,IN,10.5669,72.642,80.94,69,44,6.8,scattered clouds
413,Padang,ID,-0.9492,100.3543,76.75,77,100,4.94,light rain
414,Marsh+Harbour,BS,26.5412,-77.0636,65.98,61,100,12.1,overcast clouds
415,Hervey+Bay,AU,-25.2986,152.8535,71.01,89,18,5.01,few clouds
416,Dezful,IR,32.3811,48.4058,50.4,60,0,2.06,clear sky
417,Airai,TL,-8.9266,125.4092,62.06,100,100,5.5,light rain
418,Aquiraz,BR,-3.9014,-38.3911,84.2,70,0,9.22,clear sky
419,Usoke,TZ,-5.1667,32.35,66.81,90,94,2.13,overcast clouds
420,Litovko,RU,49.2361,135.1742,-14.57,87,6,4.76,clear sky
421,Rio+Rancho,US,35.2334,-106.6645,48.99,31,20,14.97,few clouds
422,Harper,LR,4.375,-7.7169,78.57,85,46,6.62,scattered clouds
423,Mackay,AU,-21.15,149.2,78.8,83,90,17.27,overcast clouds
424,Maarianhamina,AX,60.0973,19.9348,28.4,80,90,11.5,light snow
425,Nishihara,JP,26.1842,127.7558,57.2,54,40,6.91,scattered clouds
426,San+Quintin,MX,30.4833,-115.95,60.93,53,0,6.69,clear sky
427,Bekesszentandras,HU,46.8667,20.4833,46.0,70,0,6.91,clear sky
428,Magadan,RU,59.5667,150.8,-16.76,78,32,12.5,scattered clouds
429,Alice+Springs,AU,-23.7,133.8833,82.4,34,75,9.22,broken clouds
430,Rabo+De+Peixe,PT,37.8,-25.5833,63.0,94,75,13.8,broken clouds
431,Yangambi,CD,0.8102,24.4336,73.11,76,7,1.41,clear sky
432,Yulara,AU,-25.2406,130.9889,84.2,37,40,12.66,scattered clouds
433,Basco,PH,20.4487,121.9702,70.12,68,54,24.58,broken clouds
434,Sakakah,SA,29.9697,40.2064,44.6,49,0,5.75,clear sky
435,Mwinilunga,ZM,-11.7358,24.4293,65.57,91,100,0.49,overcast clouds
436,Kongolo,CD,-5.3833,27.0,72.91,90,100,1.21,overcast clouds
437,Strezhevoy,RU,60.7333,77.5889,-22.0,63,0,13.42,clear sky
438,Lyngseidet,NO,69.5763,20.2189,19.0,86,0,1.14,clear sky
439,Ambon,ID,-3.6954,128.1814,81.48,79,100,15.01,overcast clouds
440,Vryheid,ZA,-27.7695,30.7917,66.15,95,81,4.03,light rain
441,Manta,EC,-0.95,-80.7333,77.0,100,90,5.75,light rain
442,Xunchang,CN,28.4543,104.715,50.43,70,100,2.35,overcast clouds
443,Kalengwa,ZM,-13.4659,25.0027,65.52,94,100,3.29,light rain
444,Lewisporte,CA,49.2499,-55.0482,28.4,93,90,13.8,light snow
445,Korcula,HR,42.9622,17.1369,46.4,87,20,2.3,few clouds
446,Atar,MR,20.5169,-13.0499,73.54,17,98,9.31,overcast clouds
447,Jacareacanga,BR,-6.2222,-57.7528,83.07,68,100,2.68,overcast clouds
448,Sao+Filipe,CV,14.8961,-24.4956,75.79,58,95,9.08,overcast clouds
449,Kununurra,AU,-15.7667,128.7333,78.8,100,75,3.44,broken clouds
450,Lata,PT,40.1629,-8.3327,55.99,86,98,1.99,overcast clouds
451,Kalmunai,LK,7.4167,81.8167,77.04,85,96,6.4,light rain
452,Watertown,US,42.3709,-71.1828,23.0,42,1,12.66,clear sky
453,Carutapera,BR,-1.195,-46.02,83.39,70,55,10.07,broken clouds
454,Whitley+Bay,GB,55.0397,-1.4471,39.0,69,75,2.3,broken clouds
455,Madang,PG,-5.2246,145.7966,77.14,89,100,6.73,moderate rain
456,Kaeo,NZ,-35.1,173.7833,63.0,80,0,5.01,clear sky
457,Zabaykalsk,RU,49.6333,117.3167,-19.35,87,100,3.98,overcast clouds
458,Phalaborwa,ZA,-23.943,31.1411,77.0,88,3,1.14,light rain
459,Martinho+Campos,BR,-19.3317,-45.2369,79.02,65,100,2.1,overcast clouds
460,Hofn,IS,64.2539,-15.2082,21.24,88,98,22.57,overcast clouds
461,Lompoc,US,34.6391,-120.4579,57.2,67,90,8.05,overcast clouds
462,Kirakira,SB,-10.4544,161.9205,78.87,82,100,4.52,overcast clouds
463,Sioux+Lookout,CA,50.1001,-91.917,23.0,80,90,5.75,light snow
464,Vieux-Habitants,GP,16.0589,-61.7659,82.4,65,75,10.36,broken clouds
465,Zabol,AF,32.25,67.25,39.81,54,0,5.32,clear sky
466,Imbituba,BR,-28.24,-48.6703,82.4,78,20,3.44,light rain
467,Tsiroanomandidy,MG,-18.7667,46.0333,68.32,88,100,6.62,light rain
468,Necochea,AR,-38.5473,-58.7368,66.99,52,100,15.03,overcast clouds
469,Buluang,PH,13.3068,123.3425,70.56,89,96,4.99,overcast clouds
470,Peskovka,RU,59.0448,52.3606,26.6,98,100,11.39,light snow
471,Iracoubo,GF,5.4802,-53.2011,79.09,87,100,14.2,moderate rain
472,Luena,AO,-11.7833,19.9167,63.63,95,100,4.21,moderate rain
473,Deputatskiy,RU,69.3,139.9,-32.04,86,90,1.5,overcast clouds
474,Vargem+Grande,BR,-3.5431,-43.9158,79.99,93,100,2.82,overcast clouds
475,Alyangula,AU,-13.8483,136.4192,82.4,89,40,4.61,scattered clouds
476,Klaksvik,FO,62.2266,-6.589,33.8,86,75,14.97,light intensity drizzle
477,Isangel,VU,-19.55,169.2667,75.2,88,40,12.55,scattered clouds
478,Beatrice,US,40.2681,-96.747,37.4,87,90,11.5,mist
479,Hokitika,NZ,-42.7167,170.9667,56.89,74,0,2.35,clear sky
480,Urucui,BR,-7.2294,-44.5561,85.15,63,54,8.16,broken clouds
481,Sydney,AU,-33.8679,151.2073,72.0,94,90,17.27,overcast clouds
482,Bana,CM,5.1481,10.2762,63.84,91,100,2.04,overcast clouds
483,Ambilobe,MG,-13.2,49.05,74.59,92,3,2.28,clear sky
484,Matay,EG,28.419,30.7792,53.55,41,0,7.25,clear sky
485,Srednekolymsk,RU,67.45,153.6833,-35.54,83,100,2.3,overcast clouds
486,Luang+Prabang,LA,19.8856,102.1347,64.24,81,64,1.45,broken clouds
487,Dongsheng,CN,39.8161,109.9776,20.79,78,0,16.15,clear sky
488,Shakawe,BW,-18.3667,21.85,71.11,88,100,3.83,light rain
489,Haines+Junction,CA,60.7522,-137.5108,-4.0,77,100,0.94,light snow
490,Witu,KE,-2.3889,40.4382,78.8,78,1,8.05,clear sky
491,Porto+Walter,BR,-8.2686,-72.7439,78.55,90,99,3.33,overcast clouds
492,Westport,US,41.1415,-73.3579,30.2,29,1,12.66,clear sky
493,Nicoya,CR,10.1483,-85.452,91.4,38,0,23.02,clear sky
494,Muroto,JP,33.2833,134.15,47.35,65,0,9.6,clear sky
495,Camana,PE,-16.6228,-72.7111,74.64,62,0,8.68,clear sky
496,Lakeside,US,30.13,-81.7682,68.0,52,40,8.05,scattered clouds
497,Arona,ES,28.0996,-16.681,66.99,77,0,13.8,clear sky
498,Poronaysk,RU,49.2167,143.1167,-1.97,88,100,8.75,overcast clouds
499,Betong,TH,5.7743,101.0723,66.0,92,63,2.89,broken clouds
500,Rocha,UY,-34.4833,-54.3333,75.47,70,100,17.6,moderate rain
501,Pafos,CY,34.7667,32.4167,64.4,77,75,24.16,moderate rain
502,Mareeba,AU,-17.0,145.4333,71.6,94,100,1.14,overcast clouds
503,Trairi,BR,-3.2778,-39.2689,82.94,69,32,13.13,scattered clouds
504,Bandundu,CD,-3.3167,17.3667,73.6,91,100,2.93,overcast clouds
505,San+Luis,AR,-33.295,-66.3356,72.5,53,3,21.03,clear sky
506,Waddan,LY,29.1614,16.139,60.55,32,0,1.97,clear sky
507,Ahipara,NZ,-35.1667,173.1667,63.75,66,0,7.4,clear sky
508,Dangriga,BZ,16.9692,-88.2321,82.4,61,40,11.5,scattered clouds
509,Bridlington,GB,54.0831,-0.1919,36.0,81,84,1.99,broken clouds
510,Feira+De+Santana,BR,-12.2667,-38.9667,83.55,56,100,11.74,overcast clouds
511,Shugurovo,RU,54.5083,52.1326,28.18,97,97,11.95,overcast clouds
512,Anito,PH,12.4497,125.2886,75.51,86,100,13.89,overcast clouds
513,Zhangye,CN,38.9342,100.4517,20.79,71,0,6.96,clear sky
514,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,26.6,59,40,13.42,light snow
515,Tessalit,ML,20.1986,1.0114,67.57,19,50,10.96,scattered clouds
516,Kjollefjord,NO,70.9457,27.3465,25.83,96,100,20.54,light snow
517,Talas,TR,38.6908,35.5538,42.8,70,75,19.57,light rain
518,Yumen,CN,40.2833,97.2,22.71,75,0,25.57,clear sky
519,La+Sarre,CA,48.8002,-79.1996,4.84,91,100,2.39,overcast clouds
520,Panjakent,TJ,39.4952,67.6093,51.8,46,75,2.3,broken clouds
521,Nerang,AU,-27.9833,153.3333,73.0,92,16,3.85,light rain
522,Bourges,FR,47.25,2.4167,48.2,87,75,11.5,broken clouds
523,Zhigalovo,RU,54.8097,105.1578,-19.19,83,100,5.64,overcast clouds
524,Gopalpur,IN,19.2667,84.9167,71.51,76,14,2.91,few clouds
525,Wattegama,LK,6.7989,81.4808,74.3,85,95,4.88,overcast clouds
526,Krasnoselkup,RU,65.7,82.4667,-31.32,81,90,8.55,overcast clouds
527,Bahile,PH,9.9995,118.7878,73.51,83,18,2.93,few clouds
528,Sobolevo,RU,54.4299,31.8996,18.75,98,99,7.14,overcast clouds
529,Sawakin,SD,19.1059,37.3321,71.38,68,16,10.22,few clouds
530,San+Vicente+De+Canete,PE,-13.0751,-76.3835,77.7,56,5,8.16,clear sky
531,Mocuba,MZ,-16.8392,36.9856,74.73,97,100,3.22,overcast clouds
532,Carauari,BR,-4.8828,-66.8958,88.25,67,66,2.19,light rain
533,Tema,GH,5.667,-0.0166,82.4,83,0,10.36,clear sky
534,Bajos+De+Haina,DO,18.4154,-70.0332,82.4,74,40,11.5,scattered clouds
535,Thunder+Bay,CA,48.4001,-89.3168,28.99,80,90,18.41,overcast clouds
536,Iwaki,JP,37.05,140.8833,28.0,86,15,7.83,few clouds
537,Flinders,AU,-34.5833,150.8552,71.01,89,84,4.0,broken clouds
538,Itaperucu,BR,-25.22,-49.3478,73.99,92,73,4.0,broken clouds
539,Kormilovka,RU,55.0026,74.1028,17.6,86,75,15.66,light snow
540,Kutum,SD,14.2,24.6667,58.82,29,0,9.24,clear sky
541,Agboville,CI,5.928,-4.2132,78.19,88,100,4.36,overcast clouds
542,Casablanca,MA,33.5928,-7.6192,60.8,77,75,9.22,broken clouds
543,Seoul,KR,37.5683,126.9778,23.0,93,99,2.3,mist
544,Broken+Hill,AU,-31.95,141.4333,64.4,63,89,10.36,overcast clouds
545,Najran,SA,17.4924,44.1277,69.8,24,0,4.61,clear sky
546,Bakel,SN,14.905,-12.4568,83.93,12,68,10.18,broken clouds
547,Port+Hardy,CA,50.6996,-127.4199,44.6,81,75,19.57,broken clouds
548,Belmonte,BR,-15.8631,-38.8828,82.4,78,75,4.61,broken clouds
549,Soyo,AO,-6.1349,12.3689,80.29,85,100,9.01,overcast clouds
550,Diffa,NE,13.3154,12.6113,71.35,21,0,8.7,clear sky
551,Teahupoo,PF,-17.8333,-149.2667,86.0,66,75,12.66,light rain
552,Rio+Grande,BR,-32.035,-52.0986,80.6,83,90,13.8,heavy intensity rain
553,Waipawa,NZ,-41.4122,175.5153,60.01,67,29,4.61,scattered clouds
554,Chabahar,IR,25.2919,60.643,68.85,68,0,7.18,clear sky
555,San+Pedro+Del+Pinatar,ES,37.8357,-0.791,63.0,44,0,6.91,clear sky
556,Henties+Bay,NA,-22.116,14.2845,66.99,85,48,3.0,scattered clouds
557,Dryden,CA,49.7833,-92.7503,23.0,86,90,9.22,light snow
558,Piura,PE,-5.2,-80.6333,92.37,36,17,12.95,few clouds
559,Moerai,PF,-22.4333,-151.3333,80.6,68,51,8.75,light rain
560,Abeche,TD,13.8292,20.8324,74.37,19,0,11.99,clear sky
561,Bonthe,SL,7.5264,-12.505,80.04,79,81,9.35,broken clouds
562,Jinji,CN,23.2281,110.8261,55.71,64,20,1.97,few clouds
563,San+Policarpo,PH,12.1791,125.5072,78.53,80,100,18.63,overcast clouds
564,Ippy,CF,6.2679,21.2247,79.2,21,79,4.68,broken clouds
565,Tay+Ninh,VN,11.3,106.1,71.2,70,11,3.06,few clouds
566,Lamont,US,35.2597,-118.9143,59.0,47,1,3.65,clear sky
567,Deniliquin,AU,-35.5333,144.9667,55.0,87,0,8.25,clear sky
568,Wawa,NG,9.9022,4.4192,83.79,16,0,4.03,clear sky
569,Paraiso,CR,9.8383,-83.8656,78.8,64,20,23.02,few clouds
570,Vanavara,RU,60.34,102.2797,-42.25,79,10,3.29,clear sky
571,Hegang,CN,47.4,130.3667,-17.73,86,0,1.68,clear sky
572,Nouakchott,MR,18.0858,-15.9785,78.8,8,28,9.22,scattered clouds
573,Verkhnyaya+Inta,RU,65.9811,60.3094,-1.03,88,100,8.95,overcast clouds
574,Maniitsoq,GL,65.4167,-52.9,13.55,81,0,12.73,clear sky
575,Svetlogorsk,BY,52.6333,29.7333,24.4,98,100,2.24,light snow
576,Tubuala,PA,9.5167,-79.0333,88.0,54,40,18.41,scattered clouds
577,Cabedelo,BR,-6.9811,-34.8339,82.4,74,20,13.8,few clouds
578,Port+Shepstone,ZA,-30.7414,30.455,76.15,82,47,1.68,scattered clouds
579,Zapolyarnyy,RU,69.4154,30.8136,24.8,86,90,12.66,light snow
580,Calvinia,ZA,-31.4707,19.776,62.11,59,0,4.45,clear sky
581,Osa,RU,57.2829,55.4567,25.75,97,100,11.95,overcast clouds
582,Half+Moon+Bay,US,37.4636,-122.4286,57.99,54,75,5.91,broken clouds
583,Norden,DE,53.6,7.2,27.0,86,59,5.26,broken clouds
584,Raga,SS,8.4596,25.678,72.86,21,0,5.64,clear sky
585,Zuwarah,LY,32.9312,12.082,66.78,40,0,15.08,clear sky
586,Arnedo,ES,42.2167,-2.1,46.4,81,40,3.44,scattered clouds
587,Andenes,NO,69.3143,16.1194,24.01,74,0,13.8,clear sky
588,Khetri,IN,27.9833,75.8,48.94,42,0,3.47,clear sky
589,Erdenet,MN,49.0333,104.0833,1.51,80,79,5.86,broken clouds
590,Namie,JP,37.4833,141.0,28.99,79,15,6.35,few clouds
591,Port-Cartier,CA,50.0334,-66.8654,23.0,49,50,8.05,scattered clouds
592,San+Vicente,AR,-26.6167,-54.1333,75.72,75,68,6.85,light rain
593,Sharonville,US,39.2681,-84.4133,36.0,48,75,9.22,broken clouds
594,Nhulunbuy,AU,-12.2333,136.7667,78.8,83,88,8.05,overcast clouds
595,Broome,US,42.2506,-75.833,23.0,63,20,11.5,few clouds
596,Kuytun,RU,54.3419,101.5036,-24.29,84,100,11.43,overcast clouds
597,Balyaga,RU,51.1507,108.921,4.51,92,100,5.75,light snow
598,Malanje,AO,-9.5402,16.341,65.34,94,100,3.85,overcast clouds
599,Catalina,US,32.5056,-110.9211,57.99,44,0,1.01,clear sky
600,Mayumba,GA,-3.432,10.6554,76.71,89,100,7.05,light rain
601,Normandin,CA,48.8333,-72.5321,3.2,60,7,8.05,clear sky
602,Fort+Nelson,CA,58.8053,-122.7002,-18.4,76,40,1.1,scattered clouds
603,Ketchikan,US,55.3422,-131.6461,35.6,100,90,3.44,light rain
604,Wanaka,NZ,-44.7,169.15,55.27,54,46,4.83,scattered clouds
605,Sterling,US,39.0062,-77.4286,37.99,32,40,4.61,scattered clouds
606,Boende,CD,-0.2167,20.8667,71.29,93,100,1.28,overcast clouds
607,Atambua,ID,-9.1061,124.8925,73.76,94,100,6.02,overcast clouds
608,Faya,SA,18.3851,42.4509,57.2,71,0,5.03,clear sky
609,Turukhansk,RU,65.8167,87.9833,-32.55,76,0,4.56,clear sky
610,Colares,PT,38.7992,-9.4469,57.99,78,45,21.36,scattered clouds
611,Ixtapa,MX,20.7,-105.2,77.0,61,1,11.5,clear sky
612,Curaca,BR,-8.9903,-39.9094,83.73,52,100,11.48,overcast clouds
613,Blagoyevo,RU,63.3667,47.9167,24.24,97,100,6.31,overcast clouds
614,Jiuquan,CN,39.7432,98.5174,19.04,72,0,1.54,clear sky
615,Todos+Santos,MX,23.45,-110.2167,73.99,69,0,5.01,clear sky
616,Virginia+Beach,US,36.8529,-75.978,37.4,41,75,6.91,broken clouds
617,Sibolga,ID,1.7427,98.7792,75.94,82,100,3.13,overcast clouds
618,Yafran,LY,32.0633,12.5286,58.78,35,0,12.12,clear sky
619,Cuencame,MX,24.8711,-103.6964,79.74,17,12,12.86,few clouds
620,Okhotsk,RU,59.3833,143.3,-12.5,79,0,15.9,clear sky
621,Xinzhou,CN,38.4092,112.7333,28.98,77,98,3.04,overcast clouds
622,Kenai,US,60.5544,-151.2583,14.0,71,1,5.39,clear sky
623,Linjiang,CN,41.8069,126.9078,6.57,87,99,1.68,overcast clouds
624,Binga,ZW,-17.6203,27.3414,74.44,84,100,2.8,overcast clouds
625,Anori,BR,-3.7728,-61.6442,87.03,69,46,4.07,moderate rain
626,Olafsvik,IS,64.8945,-23.7142,22.6,91,1,19.28,clear sky
627,Kailua,US,21.4022,-157.7394,77.0,65,20,14.97,few clouds
628,Riesi,IT,37.2819,14.0823,52.0,92,77,2.37,broken clouds
629,Capitan+Bado,PY,-23.2667,-55.5333,81.72,83,20,7.94,few clouds
630,Hosanagara,IN,13.9167,75.0667,65.82,70,0,2.3,clear sky
631,Lolodorf,CM,3.2333,10.7333,72.14,93,100,2.66,overcast clouds
632,Tahe,CN,52.3333,124.7333,-31.61,80,15,1.86,few clouds
633,Concordia+Sagittaria,IT,45.7594,12.8406,43.0,92,100,5.01,overcast clouds
634,Lagonoy,PH,13.7342,123.5207,71.67,88,96,5.44,overcast clouds
635,San+Jose+De+Guanipa,VE,8.8872,-64.1651,88.84,43,85,10.78,overcast clouds
636,At-Bashi,KG,41.1702,75.8106,8.22,56,62,5.06,broken clouds
637,Temeni,GR,38.2333,22.1167,55.0,70,5,9.42,clear sky
638,Insar,RU,53.8653,44.3738,21.34,96,100,10.74,overcast clouds
639,Vinh+Long,VN,10.25,105.9667,71.6,100,91,1.14,overcast clouds
640,Murray+Bridge,AU,-35.1167,139.2667,57.99,89,0,1.99,clear sky
641,Muyezerskiy,RU,63.9333,31.65,11.59,96,87,2.68,overcast clouds
642,Bubaque,GW,11.2833,-15.8333,79.38,67,44,12.77,scattered clouds
643,Lichtenburg,ZA,-26.152,26.1597,66.65,78,78,4.32,light rain
644,Coihaique,CL,-45.5752,-72.0662,73.4,27,20,9.22,few clouds
645,Yellapur,IN,14.9667,74.7167,65.62,61,8,2.57,clear sky
646,Mednogorsk,RU,51.4128,57.595,12.6,96,95,2.17,overcast clouds
647,Fare,PF,-16.7,-151.0167,81.12,68,70,5.14,broken clouds
648,Berlevag,NO,70.8578,29.0864,25.11,96,100,23.02,light snow
649,Bom+Jesus,BR,-9.0744,-44.3586,88.66,43,67,4.21,broken clouds
650,Prince+Rupert,CA,54.3161,-130.3201,41.0,65,75,4.61,broken clouds
651,Zhenlai,CN,45.8495,123.2973,-4.79,87,100,9.19,overcast clouds
652,Kemijarvi,FI,66.7131,27.4306,9.68,95,100,4.38,light snow
653,Gushikawa,JP,26.3544,127.8686,59.0,81,20,5.75,few clouds
654,Gimli,CA,50.6336,-96.9907,23.0,93,100,3.44,overcast clouds
655,Shakhtinsk,KZ,49.71,72.5872,8.6,72,0,13.42,clear sky
656,Mingaora,PK,34.7758,72.3625,43.95,47,0,6.31,clear sky
657,Manzil+Salim,TN,35.8567,8.4765,62.6,29,0,8.05,clear sky
658,Ironton,US,38.5368,-82.6829,39.0,48,90,5.75,overcast clouds
659,Paamiut,GL,61.994,-49.6678,28.4,88,99,14.76,overcast clouds
660,Asau,RO,46.4333,26.4,46.4,61,0,10.36,light rain
661,Tommot,RU,58.9564,126.2925,-44.88,74,62,1.1,broken clouds
662,Roma,US,43.2128,-75.4557,19.0,62,90,13.8,overcast clouds
663,Priyutnoye,RU,46.1011,43.5072,37.29,90,24,10.98,few clouds
664,Jinzhou,CN,41.1078,121.1417,11.61,80,87,2.39,overcast clouds
665,Olinda,BR,-8.0089,-34.8553,80.6,69,40,8.05,scattered clouds
666,Thiruvananthapuram,IN,8.4833,76.9167,82.4,74,20,2.64,mist
667,Hailey,US,43.5196,-114.3153,32.0,74,20,4.61,few clouds
668,Saucillo,MX,28.0167,-105.2833,71.62,22,0,8.68,clear sky
669,Yekepa,LR,7.5753,-8.5419,77.74,58,35,2.93,scattered clouds
670,Markova,UA,48.6758,24.4138,26.24,94,100,11.14,light snow
671,Qeshm,IR,26.9581,56.2719,66.2,72,20,4.61,few clouds
672,Chimoio,MZ,-19.1164,33.4833,75.2,100,75,8.05,broken clouds
673,Lenine,UA,45.2986,35.7771,46.0,74,100,16.69,overcast clouds
674,Locri,IT,38.2414,16.2623,57.99,53,100,3.0,overcast clouds
675,Mount+Isa,AU,-20.7333,139.5,86.0,37,95,4.61,overcast clouds
676,Mandalgovi,MN,45.7625,106.2708,14.59,87,80,13.91,broken clouds
677,Namatanai,PG,-3.6667,152.4333,80.47,79,100,11.3,overcast clouds
678,Belaya+Gora,RU,68.5333,146.4167,-31.59,84,100,2.86,overcast clouds
679,Kang,BW,-23.6752,22.7876,74.71,65,84,5.41,light rain
680,Portland,US,45.5234,-122.6762,48.0,81,90,10.36,overcast clouds
681,Ranong,TH,9.9658,98.6348,73.81,88,16,4.09,few clouds
682,Lewistown,US,40.5992,-77.5714,33.8,40,1,5.26,clear sky
683,Inirida,CO,3.8653,-67.9239,92.75,42,97,2.62,overcast clouds
684,Camacha,PT,33.0833,-16.3333,62.6,88,40,9.22,scattered clouds
685,Harsin,IR,34.2721,47.5861,33.8,69,40,6.91,scattered clouds
686,Kadi,IN,23.3,72.3333,51.8,76,0,7.72,smoke
687,Vuktyl,RU,63.8567,57.3094,-9.49,90,100,7.81,overcast clouds
688,Los+Llanos+De+Aridane,ES,28.6585,-17.9182,64.4,77,20,11.5,few clouds
689,Shelburne,CA,44.0787,-80.2041,26.6,73,1,6.91,clear sky
690,Arcot,IN,12.9,79.3333,68.4,85,0,1.81,clear sky
691,Hobyo,SO,5.3505,48.5268,75.67,77,4,14.97,clear sky
692,Menongue,AO,-14.6585,17.691,65.57,89,100,3.65,overcast clouds
693,Kingsport,US,36.5484,-82.5618,44.6,42,90,0.27,overcast clouds
694,Lujan,AR,-34.5703,-59.105,63.0,96,100,5.01,overcast clouds
695,Nelson+Bay,AU,-32.7167,152.15,69.01,100,90,4.61,overcast clouds
696,Tambun,ID,-6.2641,107.0712,78.01,88,40,3.44,moderate rain
697,Scarborough,GB,54.2797,-0.4044,36.0,75,48,5.01,scattered clouds
